""	"OTU1"	"OTU2"	"OTU3"	"OTU4"	"OTU5"	"OTU6"	"OTU7"	"OTU8"	"OTU9"	"OTU10"	"OTU11"	"OTU12"	"OTU13"	"OTU14"	"OTU15"	"OTU16"	"OTU17"	"OTU18"	"OTU19"	"OTU20"	"OTU21"	"OTU22"	"OTU23"	"OTU24"	"OTU25"	"OTU26"	"OTU27"	"OTU28"	"OTU29"	"OTU30"	"OTU31"	"OTU32"	"OTU33"	"OTU34"	"OTU35"	"OTU36"	"OTU37"	"OTU38"	"OTU39"	"OTU40"	"OTU41"	"OTU42"	"OTU43"	"OTU44"	"OTU45"	"OTU46"	"OTU47"	"OTU48"	"OTU49"	"OTU50"	"OTU51"	"OTU52"	"OTU53"	"OTU54"	"OTU55"	"OTU56"	"OTU57"	"OTU58"	"OTU59"	"OTU60"	"OTU61"	"OTU62"	"OTU63"	"OTU64"	"OTU65"	"OTU66"	"OTU67"	"OTU68"	"OTU69"	"OTU70"	"OTU71"	"OTU72"	"OTU73"	"OTU74"	"OTU75"	"OTU76"	"OTU77"	"OTU78"	"OTU79"	"OTU80"	"OTU81"	"OTU82"	"OTU83"	"OTU84"	"OTU85"	"OTU86"	"OTU87"	"OTU88"	"OTU89"	"OTU90"	"OTU91"	"OTU92"	"OTU93"	"OTU94"	"OTU95"	"OTU96"	"OTU97"	"OTU98"	"OTU99"	"OTU100"	"OTU101"	"OTU102"	"OTU103"	"OTU104"	"OTU105"	"OTU106"	"OTU107"	"OTU108"	"OTU109"	"OTU110"	"OTU111"	"OTU112"	"OTU113"	"OTU114"	"OTU115"	"OTU116"	"OTU117"	"OTU118"	"OTU119"	"OTU120"	"OTU121"	"OTU122"	"OTU123"	"OTU124"	"OTU125"	"OTU126"	"OTU127"
"139"	174	42	0	0	80	0	48	50	0	0	3	0	33	0	121	2	26	0	273	20	0	0	9	61	0	37	184	13	10	34	0	47	0	110	13	0	15	0	25	125	156	34	60	8	0	9	1	0	0	81	0	30	0	292	0	0	0	8	292	0	0	73	0	181	0	103	170	4	21	0	25	0	116	21	326	15	14	13	16	31	45	0	129	685	0	3	81	0	1	6633	21	0	0	20	516	0	1	0	27	30	0	341	130	9	33	27	32	0	56	47	60	385	138	11	113	21	132	0	0	5	34	21	95	7	255	0	10
"140"	120	39	138	59	77	0	29	48	124	2	10	0	29	28	155	0	5	25	438	17	0	111	4	89	0	4	147	26	0	47	4	36	94	0	11	84	19	0	11	0	237	0	0	11	63	9	0	45	120	87	7	28	29	460	55	31	0	2	274	34	71	0	0	0	0	102	184	7	0	7	0	0	119	11	332	30	27	45	22	8	0	59	139	734	0	0	51	0	39	3844	28	0	34	80	561	18	20	0	0	0	0	309	149	6	0	15	48	14	155	17	0	493	84	9	0	0	56	0	0	0	21	40	184	0	250	14	2
"141"	152	32	142	40	75	0	24	0	176	4	6	0	0	16	142	4	65	44	359	11	0	49	24	76	4	5	238	18	42	68	22	50	0	0	7	75	7	16	15	165	0	57	119	17	0	4	26	0	0	0	1	0	17	168	26	33	2	10	330	0	0	43	0	120	478	84	219	15	118	0	15	28	151	8	280	0	0	0	0	28	50	0	144	809	42	17	0	92	0	805	0	23	0	0	519	22	0	0	1	49	204	0	159	0	34	46	52	14	48	50	59	409	137	0	0	10	0	215	0	0	26	41	123	30	217	5	11
"142"	146	0	220	0	98	0	53	80	0	128	0	57	9	17	143	3	0	0	0	0	113	55	0	98	4	0	193	50	11	35	2	0	148	0	3	21	4	17	26	0	132	0	0	0	58	12	8	12	174	60	0	49	32	187	59	21	0	37	283	0	92	41	18	138	511	107	159	0	48	0	6	20	0	22	375	14	0	31	0	0	0	1	0	835	15	0	63	16	9	2242	0	4	79	47	547	19	0	0	1	0	377	0	134	0	96	0	0	36	143	9	71	313	133	0	0	0	62	0	0	0	17	52	95	0	0	2	16
"143"	152	35	210	33	84	198	64	106	106	0	3	622	9	27	125	0	17	33	495	10	0	0	11	90	30	8	208	30	0	65	1	33	0	0	0	25	15	19	23	200	161	36	74	12	38	6	0	12	118	48	2	48	37	1827	47	37	25	4	267	54	0	55	0	168	518	0	197	0	41	3	0	0	67	13	322	0	32	51	0	0	0	3	0	628	33	9	40	0	5	8474	38	0	39	0	552	0	6	83	4	0	331	347	132	4	62	52	37	8	41	24	105	325	30	15	0	7	51	0	4	0	47	48	135	8	243	0	4
"144"	233	0	0	23	92	0	24	88	120	6	2	0	57	11	131	1	0	0	335	22	236	39	8	134	7	18	183	60	10	57	0	31	153	78	0	81	6	0	0	118	154	0	99	0	0	12	0	5	120	55	2	35	39	1023	0	32	0	12	269	0	0	50	0	0	557	108	273	0	41	20	0	0	151	17	299	11	0	0	17	0	0	0	57	838	69	5	34	13	0	546	0	14	33	50	504	0	0	15	0	33	0	0	119	2	38	35	56	0	102	32	0	427	136	0	134	19	96	188	0	0	0	0	101	0	278	1	3
"145"	143	32	255	44	92	93	57	0	0	28	0	0	6	0	130	25	0	0	533	14	146	0	8	101	34	2	179	0	0	29	12	21	0	102	0	42	0	23	8	157	115	0	66	16	0	7	5	20	133	38	0	50	0	258	40	27	26	0	333	0	95	43	54	160	535	39	189	1	50	21	0	0	92	0	329	0	28	0	17	2	0	7	135	699	0	0	50	187	2	6227	40	4	0	122	609	0	0	18	0	0	280	0	106	0	42	0	29	0	32	0	61	394	0	15	127	0	111	0	3	0	0	36	120	11	175	0	5
"146"	140	25	67	48	79	139	54	17	127	41	0	10	0	38	140	0	33	32	276	32	0	0	0	93	18	0	292	0	3	36	0	15	97	0	10	63	7	0	24	0	109	34	110	0	0	11	0	15	130	25	0	0	19	32	26	22	0	30	268	0	0	53	0	162	0	136	0	16	38	18	17	0	80	4	341	12	41	55	0	12	30	1	113	0	11	0	42	41	18	1904	41	23	25	88	500	0	0	13	14	0	0	0	124	27	25	53	17	62	23	35	88	358	242	23	92	10	123	228	5	0	30	0	161	25	0	20	0
"147"	0	56	150	46	0	202	53	66	246	34	10	0	0	19	94	3	15	0	520	0	0	76	0	0	6	18	273	0	36	59	1	60	0	0	24	19	14	4	7	130	168	68	0	0	39	8	1	18	0	78	2	60	0	912	0	71	0	0	0	0	72	49	81	226	481	69	0	19	6	26	13	0	0	0	300	0	21	27	0	0	0	0	113	755	0	0	48	71	0	6952	14	0	64	0	517	0	0	28	0	27	0	0	138	3	67	0	148	0	0	0	149	344	108	7	0	20	58	0	0	11	21	0	106	0	259	0	6
"148"	154	53	135	0	82	0	42	57	172	0	0	0	22	14	123	2	39	0	328	5	0	75	0	80	0	16	0	0	0	0	0	31	0	0	0	49	21	0	19	0	155	46	0	0	36	4	0	34	124	0	8	39	49	838	43	0	0	14	268	0	62	49	48	162	700	115	161	14	0	0	26	74	117	19	365	15	0	71	26	19	0	14	109	822	23	0	66	0	0	3255	0	38	52	0	491	16	0	88	0	0	319	230	123	4	65	29	0	0	103	32	0	375	214	13	0	0	102	0	0	12	35	65	93	18	328	0	9
"149"	189	0	0	0	103	276	23	0	150	9	0	0	38	34	203	0	0	60	386	17	0	0	0	0	35	13	202	29	9	32	0	23	0	0	0	0	0	52	14	191	215	0	91	18	0	14	7	33	138	86	0	61	38	246	60	22	10	7	323	0	0	47	0	147	455	120	215	24	10	0	13	0	94	6	377	11	33	72	0	35	0	0	0	747	0	10	76	102	0	340	17	44	65	23	451	6	20	22	0	7	256	452	113	0	35	82	32	0	10	0	0	364	112	0	149	17	55	0	0	7	14	58	92	0	208	8	0
"150"	139	29	183	0	65	219	39	0	92	0	7	13	14	33	136	0	46	0	478	24	0	0	1	97	5	16	240	0	10	57	9	78	0	88	14	34	0	0	7	0	112	27	0	12	28	12	19	45	78	0	2	45	0	1650	43	35	0	4	282	55	76	35	33	0	604	104	134	7	85	36	14	100	102	22	324	15	0	39	0	0	0	0	50	0	0	18	40	101	4	2935	33	12	64	70	546	0	0	0	13	0	280	300	113	19	35	0	59	0	0	14	0	362	0	53	106	0	0	0	0	22	13	0	72	44	209	0	4
"151"	0	37	150	62	80	0	35	70	138	59	0	0	0	0	146	6	32	0	0	0	186	50	0	77	0	20	170	0	0	0	0	50	0	0	11	0	0	0	7	113	0	56	46	6	45	5	12	0	146	69	0	0	0	458	46	54	13	0	276	86	0	0	47	0	582	70	0	11	46	19	24	48	129	30	371	12	51	0	0	0	0	2	105	0	0	19	81	56	0	3445	0	0	48	42	555	0	2	0	0	17	414	232	133	25	37	0	0	22	0	21	75	420	163	1	0	14	126	0	0	23	8	53	96	29	223	6	0
"152"	126	38	204	59	81	136	44	75	155	0	6	3	17	15	109	0	6	0	446	68	237	49	0	95	2	36	231	23	0	66	4	42	0	58	21	51	0	0	13	110	0	48	99	16	69	9	0	0	0	115	7	30	33	17	35	45	15	3	275	0	0	48	19	156	431	0	202	0	39	0	9	0	83	7	309	35	49	29	0	0	46	0	142	619	0	0	40	37	8	13240	32	28	49	0	527	2	30	0	0	0	316	283	0	0	68	0	0	0	0	22	125	357	167	2	0	32	161	293	0	4	24	46	70	0	188	22	8
"153"	134	46	270	37	87	88	16	30	135	14	6	194	0	0	155	17	0	26	542	5	176	0	12	102	0	14	243	0	0	37	0	33	0	78	39	0	7	11	22	146	115	66	0	0	47	9	17	48	144	134	1	11	27	51	36	48	0	1	290	0	0	50	30	169	542	0	166	0	0	26	21	0	115	4	276	14	0	15	0	15	23	0	102	660	34	0	38	183	12	4718	0	4	21	100	456	11	0	36	0	24	0	274	146	37	0	65	22	18	59	17	0	416	0	35	0	0	71	0	205	11	25	39	92	0	250	2	7
"154"	168	36	232	42	66	0	28	97	134	0	0	0	0	16	139	8	46	39	395	0	0	57	6	104	0	0	186	0	0	36	0	43	0	0	29	0	10	42	10	127	165	20	0	0	65	0	8	23	0	100	0	12	11	832	40	21	14	5	231	0	89	69	39	201	0	93	227	0	41	22	8	55	90	0	319	12	33	17	0	13	0	1	0	630	0	0	20	57	18	8618	0	18	46	30	470	13	0	0	0	0	266	346	208	0	32	25	47	0	0	23	71	423	277	0	63	0	60	0	0	8	0	60	97	0	204	7	0
"155"	154	30	254	37	89	0	24	0	132	27	0	0	8	29	157	0	29	14	521	19	0	0	5	0	0	0	230	0	1	49	0	0	261	110	5	52	16	17	9	132	115	0	58	0	31	11	0	33	0	0	3	0	35	667	0	27	0	0	241	55	53	46	0	142	523	114	0	6	24	0	0	21	154	14	375	16	0	0	0	23	34	0	0	934	29	3	28	0	0	907	42	18	38	19	470	0	5	0	0	0	285	0	117	0	59	26	88	78	0	0	55	365	0	0	86	17	0	323	0	0	19	57	69	14	0	0	0
"156"	150	26	142	32	80	187	35	11	135	0	0	175	28	23	116	0	0	0	534	0	170	0	0	109	0	17	197	0	7	46	12	28	0	72	21	0	0	46	0	0	123	78	0	13	69	0	0	52	134	108	3	46	17	119	86	21	0	0	232	0	58	55	32	0	529	0	169	12	30	0	0	19	0	12	314	0	59	19	12	0	0	0	56	917	0	0	47	0	0	1839	0	14	61	87	525	0	11	0	23	11	0	0	189	3	61	37	46	18	0	7	77	335	291	0	128	9	101	267	0	0	0	0	0	0	333	1	6
"157"	188	0	0	18	88	0	58	0	156	0	0	0	0	21	153	1	123	0	378	0	0	28	4	0	6	0	183	0	0	0	0	26	0	100	18	45	4	30	0	0	0	0	0	13	38	7	0	15	0	107	4	67	25	439	0	38	0	0	267	33	32	47	0	140	0	0	128	10	60	0	5	11	108	43	392	14	43	0	11	32	0	0	135	775	18	22	32	87	16	6391	46	0	64	5	507	12	4	0	0	37	270	0	139	1	39	32	24	25	0	60	0	459	0	3	72	6	92	0	0	0	31	47	148	0	237	13	5
"158"	150	33	211	64	77	146	27	37	153	0	3	0	0	14	187	0	28	0	424	0	189	50	7	0	21	0	201	0	0	35	13	37	0	0	0	0	20	5	16	129	203	45	66	21	0	11	15	0	0	0	0	54	45	3145	56	3	12	0	251	0	55	43	35	0	447	0	179	0	61	0	0	0	0	0	389	6	42	26	12	36	22	0	70	708	25	0	44	0	0	721	0	17	46	37	507	7	1	46	6	32	0	0	126	1	58	43	25	0	0	36	35	376	0	0	0	18	96	0	56	4	30	0	157	0	265	0	3
"159"	183	25	165	24	85	0	54	0	127	0	0	0	0	8	135	3	20	64	374	0	215	83	6	0	0	3	160	37	3	0	3	55	0	73	4	0	16	25	9	0	88	0	0	10	82	8	0	0	174	0	6	72	35	24	20	54	20	0	281	29	28	34	56	173	421	131	210	12	17	0	21	0	151	0	0	11	43	0	0	0	39	0	71	810	0	0	48	0	13	1538	28	20	27	69	485	0	35	4	0	0	251	264	126	7	37	45	43	32	22	15	0	390	0	5	138	20	153	260	0	2	38	54	70	0	208	0	5
"160"	145	28	0	35	63	81	39	16	0	0	0	2	20	16	159	5	0	10	601	11	0	45	10	62	86	0	242	0	0	46	2	13	176	59	0	31	9	0	7	151	174	101	0	24	67	10	21	26	158	0	0	0	22	106	0	27	6	3	255	0	0	64	0	195	411	109	176	12	0	11	14	96	148	7	354	21	52	18	29	12	28	0	89	0	29	36	78	15	0	3822	0	7	75	9	512	16	26	6	1	14	359	432	127	1	57	0	0	0	72	26	116	412	90	0	0	16	0	325	0	7	0	44	75	0	222	0	6
"161"	212	35	171	29	91	0	32	64	160	30	10	0	36	0	115	0	17	0	293	0	125	88	0	49	18	52	181	0	9	27	1	38	144	0	0	44	0	26	0	0	81	50	0	9	0	0	0	31	172	0	3	0	40	404	31	10	0	11	233	45	61	47	0	146	0	95	196	7	0	4	0	50	109	29	362	0	32	72	25	0	28	2	104	904	41	4	58	65	0	3959	0	9	38	0	454	0	0	40	0	34	286	226	87	38	32	0	28	0	0	4	73	367	0	19	119	15	90	0	0	2	7	22	140	0	328	27	0
"162"	134	30	145	0	95	285	0	19	180	9	0	1	16	17	168	3	0	0	515	0	292	0	0	0	121	0	208	0	6	87	0	25	155	73	0	81	0	4	20	109	188	79	0	12	106	12	7	26	169	42	0	53	41	175	39	20	13	7	309	0	0	0	27	154	349	0	161	0	42	0	0	0	117	0	321	9	69	30	0	22	65	23	0	0	31	14	56	45	5	1996	0	11	49	29	601	0	0	0	19	18	0	360	89	0	32	0	13	41	84	18	45	361	121	26	129	11	79	0	0	0	19	0	126	13	255	2	13
"163"	152	61	109	49	84	0	36	223	159	0	3	7	0	9	126	0	31	30	323	61	0	59	3	0	0	21	203	40	9	67	0	22	0	0	0	0	23	0	12	199	92	19	81	11	0	11	6	8	105	86	0	0	44	12	33	35	35	34	291	38	0	43	67	189	571	85	157	0	16	0	40	92	0	10	306	9	34	0	31	0	0	0	122	876	0	65	0	0	0	362	0	30	31	59	562	0	0	69	0	0	213	311	128	0	74	0	29	2	19	20	47	393	133	11	0	12	112	278	27	0	14	0	59	39	237	9	11
"164"	157	30	0	53	80	82	33	73	0	30	0	1	39	31	153	0	21	2	354	0	0	72	0	0	9	12	200	26	6	59	2	39	256	0	9	45	22	12	22	0	85	60	54	6	0	0	0	0	116	73	3	0	0	65	27	20	25	0	287	10	0	50	0	209	588	80	191	0	93	17	0	12	65	5	338	15	38	8	22	0	54	0	82	619	42	0	42	0	0	10010	10	12	55	0	557	14	0	0	6	55	0	0	174	2	18	13	34	0	49	15	88	438	137	0	173	14	46	0	20	1	0	0	83	19	254	27	8
"165"	0	81	111	50	65	275	36	122	187	0	7	0	0	13	118	2	67	0	0	7	195	42	0	78	11	0	196	0	0	63	3	0	155	0	30	37	10	22	15	154	67	80	0	0	42	8	15	37	105	29	2	91	0	2440	0	45	0	6	0	18	0	43	54	0	511	113	116	13	49	30	51	0	110	0	323	0	54	0	31	0	0	0	115	856	0	8	24	0	0	10236	0	51	37	25	577	0	0	26	0	0	297	402	143	10	28	0	47	0	107	34	99	368	0	13	0	21	67	347	0	10	38	0	93	2	262	5	0
"166"	234	0	128	32	92	0	29	14	0	0	7	0	24	13	0	0	0	0	472	22	0	64	0	0	2	10	196	41	2	0	16	27	127	83	0	0	0	33	20	104	132	0	120	10	0	13	0	25	164	92	0	0	22	10	0	22	0	0	267	0	0	52	0	148	520	150	178	0	4	0	0	49	192	22	360	16	32	40	17	17	34	0	68	847	28	21	49	0	0	2338	0	1	22	61	553	0	0	0	22	14	0	343	134	0	34	0	0	0	0	30	0	493	0	2	171	16	0	278	0	3	0	0	126	0	191	2	4
"167"	131	46	0	57	61	144	37	66	164	36	3	0	16	22	144	2	0	33	461	5	214	60	10	109	56	21	259	0	7	53	12	51	218	47	18	37	7	37	13	0	198	0	0	0	0	0	8	0	0	56	0	0	0	332	33	33	0	0	320	17	44	51	0	172	502	0	0	17	15	12	0	53	0	0	326	0	13	0	0	0	44	0	106	907	0	34	80	22	3	4867	33	31	42	5	504	18	0	5	0	0	281	333	174	0	23	0	55	0	0	53	0	374	163	0	0	0	86	322	0	0	21	38	96	38	250	22	3
"168"	156	42	144	0	71	0	56	34	105	55	0	0	0	0	178	0	35	0	595	10	188	44	0	104	1	0	144	42	0	0	0	52	0	0	0	29	15	12	0	121	198	59	74	12	61	0	12	0	0	0	6	0	0	812	0	55	14	4	301	24	0	0	0	0	498	0	195	13	37	6	23	0	71	10	388	12	39	26	9	42	0	0	107	877	0	0	0	40	6	318	0	19	28	32	492	15	8	0	0	0	250	317	137	4	34	10	92	0	0	0	116	435	0	4	106	13	0	0	0	40	0	0	126	10	193	16	0
"169"	129	24	304	0	86	79	33	0	131	0	0	0	11	37	145	1	35	0	489	0	182	94	3	0	8	0	169	57	0	29	0	19	193	70	0	0	6	0	8	123	147	0	77	13	44	0	6	33	0	21	2	0	27	1757	80	0	16	0	333	0	51	41	72	196	538	110	136	0	0	0	9	93	159	8	299	0	35	0	13	40	0	0	107	785	54	0	65	0	4	2884	17	20	30	21	557	0	33	34	8	0	234	260	165	3	49	14	58	0	22	35	0	426	0	3	0	18	60	208	21	17	21	21	72	0	246	6	2
"170"	0	36	0	18	57	192	56	58	172	7	0	0	19	20	132	0	0	0	0	0	0	32	0	67	0	44	268	0	12	33	6	21	120	0	21	0	0	0	1	96	117	0	62	8	72	14	0	0	104	0	16	44	0	1597	0	75	6	18	279	81	51	0	51	169	0	0	196	0	0	6	11	39	144	10	324	18	0	31	35	28	0	3	71	890	20	0	58	0	0	7854	33	2	47	0	609	10	0	42	0	39	0	0	142	1	0	18	40	42	0	32	53	370	108	9	66	0	0	0	0	10	0	48	77	5	260	8	8
"171"	0	51	190	56	72	61	47	63	0	18	2	0	0	18	105	13	110	43	505	0	216	75	0	115	6	3	189	0	0	55	16	71	0	40	11	58	12	0	15	166	0	30	63	12	60	7	0	8	0	67	4	47	12	504	0	62	17	0	252	21	0	70	0	130	494	0	177	5	0	7	0	0	103	0	330	0	33	95	19	37	0	0	76	771	0	10	40	92	0	7939	77	22	81	59	611	13	0	0	115	0	0	211	126	0	31	55	39	0	0	15	0	440	0	0	0	17	67	268	0	1	20	55	57	22	353	6	0
"172"	128	35	0	36	78	0	32	18	211	14	0	0	0	25	140	2	0	76	526	39	0	94	13	79	0	54	168	31	0	0	0	66	0	0	14	65	25	8	9	0	122	0	100	0	49	0	0	16	0	79	4	54	32	0	0	22	12	3	244	0	0	43	0	163	762	0	165	0	43	19	0	0	103	1	449	0	102	0	17	6	0	2	135	583	0	34	50	45	5	747	0	28	57	58	537	12	0	0	6	0	231	0	125	22	39	9	0	0	43	28	94	392	90	0	0	0	111	223	0	49	15	80	78	34	0	0	1
"173"	123	28	190	41	97	291	16	0	108	0	13	10	0	19	0	0	15	41	392	31	256	0	15	93	15	35	217	50	0	54	19	0	95	0	4	41	9	12	7	0	154	50	0	9	54	12	0	20	178	71	0	47	0	389	43	16	5	17	337	62	53	53	39	186	453	0	134	0	0	0	18	53	185	19	304	15	20	48	0	0	38	0	134	906	0	13	55	0	12	17958	47	13	40	18	517	17	28	0	4	0	258	256	117	10	31	22	81	0	32	18	99	328	91	5	93	0	98	166	4	15	0	40	82	11	313	0	0
"174"	172	27	0	55	109	0	25	40	0	19	0	0	0	16	138	1	17	40	388	0	0	0	0	105	12	26	212	30	14	54	0	18	0	45	3	0	3	102	12	0	93	0	74	12	0	7	1	0	184	64	5	0	0	608	24	0	0	0	275	0	26	57	57	0	502	60	177	27	0	0	22	13	127	12	306	10	12	10	0	2	0	0	99	0	13	10	28	80	0	9555	0	29	64	0	459	0	10	29	1	0	0	378	170	0	0	22	44	0	82	0	105	405	175	10	0	0	143	330	0	0	0	0	69	11	218	0	0
"175"	149	31	250	44	90	93	17	0	0	18	12	0	46	10	145	15	19	18	0	0	289	48	11	85	33	0	186	17	1	58	10	39	171	46	23	42	3	0	0	130	118	54	0	14	33	17	0	0	190	58	0	0	41	8	43	12	0	22	311	37	29	58	29	157	560	92	188	0	65	0	9	56	99	22	280	8	15	55	0	0	0	0	113	724	0	0	66	84	0	2524	0	56	47	46	492	0	12	0	0	0	331	0	121	12	65	93	0	21	44	36	76	385	0	0	0	0	66	336	3	0	23	0	73	0	203	11	12
"176"	230	9	152	57	86	0	37	0	174	0	0	0	50	19	173	2	12	19	0	12	145	0	0	85	0	0	263	33	0	24	7	45	47	0	8	78	3	0	7	135	124	24	72	0	0	5	15	37	170	38	0	84	33	157	21	34	5	8	296	0	57	54	43	139	564	134	196	5	0	15	10	98	0	17	318	20	21	4	38	0	0	24	127	753	12	9	61	0	25	2893	0	39	32	0	492	0	0	0	0	0	0	0	164	0	43	0	0	0	0	13	0	430	221	0	94	11	81	233	12	4	0	9	123	8	220	5	0
"177"	209	17	0	43	78	109	23	42	111	4	4	0	22	19	174	3	5	0	422	24	132	0	0	113	11	9	136	28	0	36	3	20	140	53	0	0	0	12	30	0	136	86	52	5	0	7	4	22	78	0	2	49	35	376	0	31	0	3	279	29	0	64	58	141	652	148	214	14	25	0	26	0	58	8	295	16	76	0	0	0	51	0	67	828	9	4	47	175	6	4363	31	0	62	47	527	0	2	0	0	0	213	0	165	20	80	0	26	24	55	18	45	450	65	37	111	7	69	0	0	0	26	67	162	19	231	3	0
"178"	143	30	232	39	96	0	34	119	125	0	0	0	14	0	169	13	0	0	439	0	0	62	6	81	10	0	273	34	0	34	0	0	118	63	27	76	6	23	0	0	130	25	85	10	0	14	3	0	126	68	3	0	21	26	0	0	24	13	328	0	70	41	32	192	648	88	149	4	35	8	24	0	0	0	321	0	56	0	0	16	0	0	82	786	48	0	55	36	20	4214	0	0	47	60	482	11	10	0	1	32	0	397	154	1	52	0	0	0	0	18	0	348	109	4	0	0	0	235	0	6	36	37	86	0	350	7	4
"179"	129	30	153	41	97	0	39	0	158	0	0	0	0	23	134	0	0	0	371	15	234	88	6	120	11	0	263	56	14	33	4	27	0	0	0	33	26	46	15	167	120	0	102	0	42	8	0	5	148	39	0	87	37	284	43	0	0	0	308	0	0	37	25	150	547	0	167	7	72	0	30	0	76	12	365	18	40	57	35	18	34	0	0	737	0	12	40	38	0	3543	51	0	43	40	521	3	0	23	0	54	299	360	164	0	22	0	19	0	12	25	56	394	0	10	91	0	91	215	5	0	39	35	82	0	280	5	0
"180"	0	73	225	51	0	364	62	191	170	10	0	0	0	0	137	1	57	63	0	37	189	0	25	63	54	0	0	0	0	40	4	46	0	0	21	0	20	0	9	156	0	65	63	14	52	7	4	30	0	84	11	90	0	121	0	23	0	0	0	0	85	33	0	214	426	0	0	2	10	29	22	0	90	8	307	13	52	60	34	0	19	0	149	796	5	0	56	227	10	2558	23	11	64	0	542	5	0	0	0	24	0	343	132	0	48	33	0	84	67	24	106	348	0	0	0	0	83	0	0	0	0	69	119	12	268	0	9
"181"	140	38	170	24	77	0	30	124	138	67	12	0	0	22	147	1	0	36	291	37	0	64	17	89	50	7	287	56	36	34	7	87	0	0	16	0	0	20	11	114	0	0	94	13	43	10	0	7	0	72	0	0	15	1927	18	55	0	0	295	0	98	57	0	157	498	115	182	13	0	7	8	41	103	17	343	0	36	16	19	17	0	64	119	792	0	0	0	58	0	5297	25	21	0	22	514	13	0	13	0	0	0	313	158	98	31	49	0	0	36	0	93	399	115	17	0	15	111	264	0	0	18	52	93	0	264	13	11
"182"	170	0	0	0	81	268	44	95	160	57	3	210	0	0	147	22	37	0	367	0	0	15	0	0	25	15	229	0	2	39	23	0	0	0	0	41	0	33	5	0	110	71	87	9	65	0	0	4	130	29	2	79	18	75	67	7	0	0	239	0	0	57	19	141	494	67	183	3	0	0	19	0	0	35	343	15	0	0	26	0	29	0	0	756	0	33	55	37	11	2096	0	0	34	0	559	0	19	0	0	10	401	367	120	0	0	96	77	0	22	11	126	381	95	0	0	17	76	0	0	0	0	33	76	7	211	5	17
"183"	142	27	187	70	75	79	39	0	151	0	0	0	0	0	127	1	20	30	414	5	0	0	0	0	2	28	236	89	20	23	0	62	75	60	19	43	23	23	13	0	97	0	0	13	69	11	0	10	124	80	0	43	0	394	0	65	0	0	223	39	0	54	20	177	517	116	186	10	52	16	33	0	176	29	306	12	47	2	0	22	0	19	0	821	0	7	53	129	0	1320	0	30	47	0	516	9	13	0	0	0	324	0	132	0	42	67	0	0	0	0	58	323	82	46	130	12	60	0	33	0	15	41	87	0	317	13	7
"184"	0	34	0	38	81	183	40	81	0	60	0	84	0	0	121	0	12	9	620	12	0	46	6	125	16	0	155	31	0	35	1	30	130	0	0	50	5	13	38	0	92	0	81	0	52	13	0	32	0	0	3	21	0	106	0	38	0	2	273	34	0	38	19	145	573	93	163	0	77	0	0	54	120	0	299	0	33	17	0	0	14	0	0	842	0	15	71	0	0	3821	0	13	41	6	547	0	0	0	0	39	0	0	133	0	43	0	80	0	0	16	84	412	147	6	0	21	83	267	124	2	80	42	0	0	278	0	0
"185"	149	43	163	40	78	122	38	199	152	25	6	8	2	48	141	7	14	0	443	11	236	0	8	84	0	0	261	39	0	67	4	45	0	0	0	0	0	33	0	131	128	0	100	0	46	0	51	0	156	0	1	51	26	1188	55	11	34	0	255	0	44	42	26	159	466	138	0	10	10	16	19	0	133	2	272	14	52	5	0	0	38	6	112	890	0	0	34	126	0	3734	25	0	54	44	546	34	0	19	64	31	312	0	115	0	79	0	0	92	0	0	67	454	51	2	104	0	0	0	0	0	35	0	70	18	219	1	1
"186"	0	74	163	47	0	339	70	49	188	24	0	15	0	0	163	0	33	0	278	4	196	0	0	0	79	0	215	0	26	0	0	23	181	63	27	86	14	43	0	118	195	46	69	19	72	2	8	48	0	48	6	74	0	1308	81	39	9	0	207	0	37	48	62	0	539	0	0	0	8	33	16	24	125	5	308	0	58	0	29	17	48	33	151	888	17	0	69	26	0	2300	13	25	36	64	615	4	14	0	0	0	264	375	119	1	15	0	0	0	29	11	175	365	0	5	0	8	107	330	5	26	23	70	106	0	288	0	4
"187"	109	0	0	0	75	229	53	0	137	24	1	26	0	19	144	18	42	0	467	9	0	47	6	89	0	51	279	0	0	88	0	39	0	80	15	0	0	0	33	0	110	71	0	9	0	8	16	8	144	0	3	71	0	7	0	15	23	5	252	0	92	60	0	0	524	69	181	2	0	0	26	0	114	28	290	18	63	15	18	15	0	8	79	936	45	0	107	84	16	3393	22	10	38	0	537	0	3	7	0	0	0	224	140	0	77	30	51	0	32	31	0	379	119	0	0	13	161	0	0	18	12	47	107	0	236	27	2
"188"	185	6	0	27	100	189	28	124	174	13	0	387	0	0	159	0	26	0	415	0	292	63	6	57	4	8	244	21	37	38	24	36	0	95	0	35	0	9	11	119	120	28	0	0	38	11	6	7	146	46	6	73	22	3960	0	0	12	4	268	58	0	47	37	184	552	136	188	0	30	0	0	0	0	4	304	0	47	19	31	0	0	0	0	642	0	35	63	85	1	675	48	7	46	36	490	20	40	17	0	58	0	250	126	4	75	0	0	0	30	21	0	395	0	31	109	0	70	0	0	15	13	0	148	0	232	19	15
