""	"OTU1"	"OTU2"	"OTU3"	"OTU4"	"OTU5"	"OTU6"	"OTU7"	"OTU8"	"OTU9"	"OTU10"	"OTU11"	"OTU12"	"OTU13"	"OTU14"	"OTU15"	"OTU16"	"OTU17"	"OTU18"	"OTU19"	"OTU20"	"OTU21"	"OTU22"	"OTU23"	"OTU24"	"OTU25"	"OTU26"	"OTU27"	"OTU28"	"OTU29"	"OTU30"	"OTU31"	"OTU32"	"OTU33"	"OTU34"	"OTU35"	"OTU36"	"OTU37"	"OTU38"	"OTU39"	"OTU40"	"OTU41"	"OTU42"	"OTU43"	"OTU44"	"OTU45"	"OTU46"	"OTU47"	"OTU48"	"OTU49"	"OTU50"	"OTU51"	"OTU52"	"OTU53"	"OTU54"	"OTU55"	"OTU56"	"OTU57"	"OTU58"	"OTU59"	"OTU60"	"OTU61"	"OTU62"	"OTU63"	"OTU64"	"OTU65"	"OTU66"	"OTU67"	"OTU68"	"OTU69"	"OTU70"	"OTU71"	"OTU72"	"OTU73"	"OTU74"	"OTU75"	"OTU76"	"OTU77"	"OTU78"	"OTU79"	"OTU80"	"OTU81"	"OTU82"	"OTU83"	"OTU84"	"OTU85"	"OTU86"	"OTU87"	"OTU88"	"OTU89"	"OTU90"	"OTU91"	"OTU92"	"OTU93"	"OTU94"	"OTU95"	"OTU96"	"OTU97"	"OTU98"	"OTU99"	"OTU100"	"OTU101"	"OTU102"	"OTU103"	"OTU104"	"OTU105"	"OTU106"	"OTU107"	"OTU108"	"OTU109"	"OTU110"	"OTU111"	"OTU112"	"OTU113"	"OTU114"	"OTU115"	"OTU116"	"OTU117"	"OTU118"	"OTU119"	"OTU120"	"OTU121"	"OTU122"	"OTU123"	"OTU124"	"OTU125"	"OTU126"	"OTU127"
"124"	0	39	0	0	111	130	54	21	176	0	3	0	30	13	123	0	43	0	278	2	0	67	0	111	85	0	253	28	7	33	0	48	68	0	8	27	0	0	19	123	168	0	38	12	72	12	3	0	111	49	0	92	22	1460	36	20	0	24	270	60	117	42	0	158	553	88	122	0	41	8	0	73	71	8	324	0	0	18	0	11	0	18	190	835	8	0	23	0	0	12449	0	22	45	40	0	0	0	23	0	23	347	378	121	1	26	0	79	68	0	5	65	346	36	0	95	19	122	0	0	0	35	46	157	29	304	0	0
"125"	143	0	253	45	97	148	57	0	155	0	0	113	19	0	109	0	0	0	372	11	274	0	0	95	17	0	195	53	0	0	0	20	88	0	0	0	0	0	27	0	0	25	86	10	86	6	26	0	132	109	0	15	21	247	61	28	0	2	0	0	0	41	41	133	761	99	188	3	11	35	25	87	149	17	384	0	60	31	11	0	0	0	0	898	0	0	51	82	8	455	0	0	55	0	513	0	0	70	0	0	0	283	129	1	122	0	0	0	80	16	88	484	93	12	96	20	0	265	0	19	15	68	49	25	256	0	7
"126"	103	27	116	39	76	285	0	0	0	55	6	5	0	0	141	0	0	0	0	7	0	23	0	72	0	24	259	35	33	44	0	26	184	42	8	19	0	5	35	149	152	43	0	0	75	0	18	15	134	0	6	47	22	527	0	30	16	15	0	55	124	73	0	161	498	129	251	2	31	0	22	0	0	12	316	15	40	17	35	0	0	31	0	722	28	23	85	65	0	526	12	14	0	22	528	20	0	0	0	0	0	426	153	16	38	0	60	0	45	28	44	434	57	11	203	0	186	0	0	10	35	36	91	0	0	8	0
"127"	0	31	183	50	79	138	35	87	137	36	0	0	30	14	136	0	0	0	406	37	0	0	11	83	28	0	255	24	7	39	28	0	86	0	0	70	6	0	15	100	111	0	114	0	60	15	8	26	0	0	2	97	43	503	0	0	12	0	208	94	30	51	31	201	659	103	0	6	80	13	25	194	65	0	405	10	34	50	17	92	43	1	0	0	33	7	61	0	18	4247	19	23	34	0	556	22	0	0	39	62	252	276	115	0	32	0	54	46	0	0	148	426	0	5	0	4	84	0	0	3	0	65	129	30	199	0	8
"128"	133	44	0	29	93	245	45	9	167	13	0	0	15	13	149	0	42	0	283	11	131	46	0	77	11	39	202	72	0	53	0	23	140	26	19	32	7	9	9	112	147	39	70	13	56	0	0	27	128	62	0	0	45	1516	66	30	0	0	305	30	0	44	0	112	491	102	151	23	12	21	9	0	107	26	302	15	26	13	0	0	16	0	65	868	32	0	31	0	12	5018	16	0	46	56	491	26	0	0	1	0	0	301	126	2	20	0	0	6	0	0	151	413	153	0	193	0	93	0	0	0	35	45	69	0	0	0	0
"129"	0	52	0	34	94	0	40	0	193	52	1	0	54	23	136	10	95	3	425	0	185	0	11	122	57	0	304	0	0	0	1	24	155	0	0	32	22	0	10	185	155	60	75	0	76	0	0	20	129	88	0	56	0	374	67	0	34	10	276	48	39	55	52	195	545	88	175	0	27	4	31	76	178	10	375	0	0	20	32	0	17	0	144	800	29	0	0	0	7	3492	0	0	70	5	542	0	0	30	0	33	0	259	131	30	36	77	79	13	0	24	61	397	89	0	0	0	0	0	0	11	16	38	73	0	273	27	5
"130"	146	26	105	28	0	179	26	74	0	22	2	39	15	0	202	10	29	0	422	0	0	78	0	114	22	7	224	32	5	73	0	27	0	0	38	77	0	14	11	158	0	0	109	7	0	11	3	46	124	101	4	0	7	1165	0	18	0	0	280	0	0	57	0	0	558	72	176	0	0	0	18	69	117	0	293	0	39	0	0	40	22	50	0	767	13	0	69	0	0	3182	0	0	41	89	509	0	4	0	24	0	0	292	165	4	46	50	68	4	0	21	0	335	122	0	111	9	78	249	1	5	22	0	101	0	213	14	12
"131"	127	25	103	0	91	0	0	58	176	3	4	0	0	29	146	17	84	0	339	5	241	62	0	70	6	6	244	23	10	15	0	50	108	0	6	69	0	0	0	106	0	0	0	10	0	7	9	36	0	80	0	0	37	537	14	12	0	0	249	0	57	34	77	176	431	103	133	19	61	0	47	0	0	8	329	0	24	0	31	0	28	73	87	740	50	46	105	60	21	12183	32	32	33	0	514	0	13	77	0	0	256	374	142	0	21	0	33	83	0	43	122	377	139	73	0	0	72	293	1	5	0	42	50	19	249	6	5
"132"	247	14	140	0	0	0	49	21	0	0	0	903	0	0	178	3	0	0	0	0	0	62	8	0	0	31	176	0	17	44	9	40	0	0	19	0	5	44	15	0	156	0	0	18	36	12	14	30	175	113	6	0	39	0	41	57	10	4	302	24	0	46	0	154	551	106	205	0	24	16	34	0	189	6	338	18	0	28	0	0	24	0	108	658	29	15	64	41	17	1985	29	62	76	19	544	0	4	0	0	0	336	327	142	0	65	0	23	44	0	31	0	377	0	0	105	8	101	0	15	0	5	0	107	0	247	0	0
"133"	113	54	0	63	89	573	61	144	152	0	0	0	40	19	151	0	0	0	427	18	0	47	3	73	11	14	171	8	0	58	13	34	99	0	0	44	0	0	6	139	188	57	0	19	42	0	16	21	91	0	6	0	38	462	55	25	0	0	265	0	58	57	65	0	483	111	209	11	36	10	17	10	172	17	317	0	56	0	30	14	0	2	116	761	37	3	28	0	8	777	32	0	44	22	513	0	2	30	0	15	0	273	127	1	46	36	71	0	0	25	0	422	0	21	0	0	83	0	0	0	0	41	103	68	283	10	7
"134"	185	19	104	33	79	0	22	0	108	0	4	0	0	15	165	0	0	52	410	0	0	0	4	0	2	0	0	0	0	0	0	0	0	103	0	65	0	5	0	154	114	0	0	9	56	0	0	46	0	71	0	47	21	174	0	69	0	0	259	0	103	0	0	165	421	0	131	0	0	3	0	104	133	12	351	21	20	21	0	5	0	0	107	0	0	6	82	0	0	451	16	13	52	46	476	0	0	0	0	40	312	266	139	24	65	41	28	56	0	30	0	355	0	1	0	0	0	168	0	13	21	46	0	0	232	0	12
"135"	202	0	219	0	76	0	27	0	0	0	20	49	0	13	172	1	0	0	360	0	0	66	1	0	0	32	0	35	1	55	0	37	0	70	8	53	0	38	21	0	0	0	0	12	0	4	2	5	0	44	4	25	15	1091	0	56	0	6	342	41	0	51	38	160	543	87	177	0	12	0	27	46	117	0	360	21	0	0	19	26	28	0	0	824	11	0	33	0	16	1390	34	0	72	12	470	15	0	0	0	60	278	0	138	0	41	0	0	0	73	29	0	363	0	6	106	7	64	293	4	41	29	58	64	18	235	15	0
"136"	215	17	212	0	83	0	30	11	0	0	8	11	0	0	152	22	9	0	0	0	0	53	8	60	84	55	0	0	7	83	4	17	0	96	16	33	17	47	4	0	114	43	0	5	123	12	17	21	169	56	4	0	31	380	22	57	11	19	263	27	34	0	61	147	574	105	157	0	0	0	0	57	0	11	389	18	37	0	0	8	55	2	59	938	0	22	55	30	0	5336	47	36	0	58	490	10	0	47	25	6	229	315	126	0	25	0	0	0	59	57	109	417	0	53	58	22	178	0	0	8	26	47	148	0	223	0	5
"137"	170	0	0	46	81	0	50	0	150	3	1	135	25	7	0	0	92	0	275	20	141	73	11	0	15	19	185	22	3	0	0	51	0	63	0	50	0	11	0	136	167	51	0	0	43	9	2	34	155	0	7	42	18	2452	61	54	0	0	245	0	0	72	0	0	568	135	180	0	21	26	16	102	164	26	312	15	33	0	35	42	0	2	132	782	0	9	36	132	7	3960	30	21	0	5	504	0	0	0	0	6	0	0	128	11	84	15	63	10	37	17	69	406	119	0	168	9	67	220	0	19	17	0	84	0	257	4	1
"138"	136	23	145	30	108	172	44	24	144	12	3	20	0	19	148	0	17	15	420	7	170	93	0	84	85	0	241	46	32	48	9	18	0	0	0	58	2	16	19	147	143	39	0	6	26	8	0	11	130	0	3	42	0	233	0	24	20	5	297	0	41	51	65	198	463	112	213	5	82	0	17	0	0	34	263	24	58	0	0	0	40	3	126	843	0	5	63	0	0	9801	0	13	32	11	506	7	7	0	1	0	242	246	106	0	53	0	43	31	0	17	118	416	0	1	0	0	0	330	0	0	16	0	75	52	277	0	16
"139"	139	26	0	54	82	152	39	9	144	4	0	0	0	16	158	18	10	20	402	18	201	97	5	96	69	0	269	57	4	0	5	37	197	74	11	28	34	11	9	0	122	103	0	21	65	0	0	36	135	57	0	0	20	111	82	0	20	0	0	0	55	45	0	0	467	88	175	0	0	0	20	35	130	7	350	0	38	32	0	0	33	0	75	548	8	0	78	0	0	6979	0	0	47	43	490	0	0	30	0	31	0	363	120	1	37	0	33	0	38	3	93	356	124	0	0	14	73	245	0	18	39	0	101	42	259	6	2
"140"	163	19	0	47	72	0	42	1	160	10	0	0	0	23	157	3	0	0	263	5	0	21	0	0	10	0	182	0	0	40	3	19	58	69	0	43	0	5	16	132	188	53	107	14	50	0	0	41	151	66	8	42	0	2330	20	35	19	39	335	0	78	55	0	194	663	131	168	0	46	0	15	19	0	0	374	25	25	6	29	0	9	0	97	0	18	18	24	0	0	6583	22	88	0	28	510	9	0	29	12	0	0	223	132	0	10	11	0	58	0	19	118	403	108	0	109	17	56	0	1	13	44	45	118	0	239	0	0
"141"	188	8	0	36	0	0	49	55	0	9	0	7	3	0	0	13	0	51	440	0	0	0	6	92	0	12	128	0	6	51	0	0	0	0	0	0	20	54	0	131	233	64	102	8	42	9	2	67	130	44	0	76	10	3575	48	24	16	5	231	59	79	84	64	170	0	117	161	0	24	26	0	0	54	14	326	9	54	0	33	18	20	4	139	915	31	0	66	0	14	4373	5	10	44	62	544	25	0	0	17	6	324	0	169	0	45	0	0	0	0	14	101	412	0	5	0	10	101	226	0	0	9	59	37	0	237	4	7
"142"	0	77	0	56	104	423	60	44	166	15	0	0	21	0	147	0	31	0	323	7	0	0	0	101	5	0	308	46	7	0	0	30	238	0	16	0	0	28	12	124	104	0	0	7	52	0	0	28	0	0	0	0	0	2411	36	0	26	0	0	0	0	76	31	148	569	120	115	6	35	12	13	78	117	10	400	0	48	0	62	38	0	0	0	0	14	0	40	140	0	2715	0	5	80	27	474	0	13	55	10	47	0	451	118	6	43	0	57	2	0	37	102	405	138	0	0	0	62	290	0	21	25	58	101	29	234	2	5
"143"	0	44	0	23	87	0	27	46	167	0	0	0	34	29	221	0	0	29	548	21	0	81	0	87	54	0	223	0	0	42	3	42	212	0	0	46	4	16	0	174	154	49	58	21	65	9	26	31	164	22	0	0	0	812	37	49	7	2	0	0	0	40	0	179	461	70	193	0	0	0	18	0	110	9	354	0	24	12	36	0	12	0	84	699	0	0	51	0	0	5626	22	0	57	29	507	16	5	97	9	0	0	242	129	2	41	14	39	41	2	25	0	367	193	2	78	13	70	0	0	0	22	0	68	0	196	10	0
"144"	165	27	0	24	77	0	30	0	136	15	6	0	7	17	119	3	73	0	330	17	0	0	7	117	28	39	152	33	2	49	51	0	0	0	4	0	0	0	6	108	139	0	111	7	36	11	0	24	149	51	4	22	0	868	33	15	6	0	0	38	0	44	24	134	575	85	149	1	32	0	26	54	117	0	377	12	0	9	23	0	0	0	105	762	0	16	20	0	2	6407	76	8	58	109	476	0	0	69	0	0	0	0	151	6	34	44	63	29	38	0	54	424	153	0	126	17	102	280	0	0	36	45	73	23	203	0	3
"145"	0	40	134	54	117	61	49	0	178	26	7	0	19	13	108	12	30	0	0	0	0	27	2	91	59	0	322	0	5	0	0	16	191	68	0	0	0	0	12	184	0	0	44	0	71	0	23	27	0	0	0	58	30	1114	34	11	0	0	293	0	0	66	0	163	0	0	172	8	0	0	15	0	0	11	329	0	43	106	0	0	49	18	97	839	0	15	21	25	14	2566	9	15	39	15	510	38	0	0	0	0	307	0	133	22	0	0	30	20	93	14	0	414	154	0	0	8	62	278	0	17	28	0	181	11	227	7	0
"146"	132	47	0	28	97	150	0	0	145	7	0	0	0	0	145	0	27	47	366	0	0	95	0	133	6	22	320	0	3	33	0	46	109	68	0	39	0	21	14	160	160	35	0	10	47	9	0	0	192	59	0	45	16	547	24	42	32	0	287	0	0	40	0	0	646	127	220	12	73	0	13	79	177	38	397	0	56	0	11	24	44	0	91	680	0	0	69	88	11	8137	23	11	0	0	529	23	0	7	3	42	259	0	172	0	34	25	26	0	6	12	80	420	0	38	0	18	140	182	0	10	0	20	100	0	230	2	8
"147"	144	41	0	58	84	0	39	0	0	0	4	103	34	0	0	0	0	0	512	0	0	0	0	75	4	4	264	51	10	36	3	28	0	53	0	0	16	32	11	129	118	0	63	15	33	0	7	10	142	0	6	0	33	422	42	27	0	0	291	0	21	0	77	192	547	130	194	0	71	0	6	0	115	12	358	15	23	0	24	17	23	0	0	629	0	0	45	103	15	3412	0	7	48	146	485	9	0	0	11	10	0	254	173	1	43	0	0	48	0	52	52	389	156	1	109	15	83	283	0	0	0	0	101	0	353	3	3
"148"	152	24	227	37	81	0	19	0	0	4	0	0	17	0	121	16	0	0	301	20	164	37	8	113	6	5	334	0	21	48	0	33	0	89	10	40	11	0	0	187	85	67	80	12	46	20	22	17	0	55	1	30	46	1164	43	17	0	43	300	0	0	41	36	194	521	91	190	7	21	28	24	23	148	28	393	13	0	0	0	19	0	47	77	725	0	0	64	64	10	9433	10	46	38	0	475	0	32	21	0	0	0	0	114	8	22	56	0	0	0	12	72	311	140	24	129	0	115	195	0	19	0	44	131	0	183	15	0
"149"	186	26	0	41	74	0	33	0	150	0	4	0	25	44	139	0	58	19	457	0	0	0	0	77	39	0	176	48	0	34	0	0	0	0	0	0	5	16	8	97	0	0	0	13	95	0	0	0	0	43	4	0	17	92	26	63	34	5	343	0	71	44	47	161	604	129	203	0	95	0	25	0	177	0	463	15	8	7	0	0	28	7	0	754	0	0	56	76	0	3782	0	0	0	23	448	0	66	18	1	0	346	0	133	1	19	63	96	0	42	6	122	431	196	23	166	19	76	0	0	9	37	52	107	0	284	0	6
"150"	167	0	0	0	98	83	34	0	123	1	4	118	15	0	173	0	21	0	0	1	0	0	8	70	1	0	198	25	82	0	0	0	98	93	8	0	28	0	7	0	148	67	64	19	60	10	0	22	0	67	3	31	23	1596	32	20	0	0	235	0	50	52	22	163	489	0	265	3	57	0	24	0	0	0	350	18	37	77	0	19	32	0	93	0	43	0	0	40	10	308	49	27	27	56	545	0	0	18	21	0	264	0	139	0	33	0	0	0	44	9	69	429	32	4	0	0	62	203	21	0	11	0	75	22	289	6	0
"151"	151	31	129	16	86	233	64	0	123	0	0	0	0	27	175	6	0	0	408	0	139	50	4	0	7	0	143	32	0	53	0	61	100	0	0	57	3	6	1	139	159	63	0	15	41	7	0	33	147	0	0	83	0	1367	0	38	10	0	303	26	0	45	51	180	421	101	197	6	26	0	0	143	0	14	428	0	16	31	0	24	0	0	121	712	26	17	47	49	0	8484	0	8	26	86	612	7	0	15	0	0	0	0	107	1	0	23	44	75	49	25	69	476	113	99	91	20	200	308	0	2	0	0	84	31	0	4	0
"152"	155	20	0	48	73	257	37	41	0	6	0	0	0	32	163	0	47	0	479	15	0	54	13	92	0	0	293	19	6	70	0	19	133	77	50	83	7	0	19	0	139	34	0	5	23	13	17	0	144	44	2	49	24	2805	0	35	0	0	314	0	0	64	32	197	448	0	143	0	53	7	8	62	0	16	409	18	0	26	58	14	0	0	94	844	23	15	65	45	10	4156	19	15	105	33	442	10	1	0	0	19	334	372	179	0	53	40	71	7	112	2	0	410	0	7	112	8	139	0	2	0	28	43	111	13	283	2	8
"153"	0	37	216	63	104	0	23	73	183	28	2	0	0	43	137	0	13	23	341	15	251	59	3	70	23	0	164	0	39	69	6	0	213	0	46	33	0	13	26	150	164	46	0	14	58	15	0	6	183	0	2	47	19	54	0	20	13	0	314	42	53	81	56	176	526	141	247	0	59	21	22	0	154	6	286	0	0	24	12	23	40	18	0	1013	0	30	43	156	0	1877	0	7	0	31	560	0	0	0	0	42	218	0	141	22	40	21	0	59	0	32	87	352	0	6	0	18	0	329	34	0	34	55	74	0	258	4	1
"154"	222	0	107	45	64	0	22	32	0	0	0	0	8	17	121	0	36	16	291	0	0	0	1	55	0	29	0	0	8	76	9	18	0	83	22	48	0	13	16	0	134	0	86	9	53	19	7	16	0	82	16	30	20	12	44	67	19	0	254	53	0	35	39	215	0	124	169	1	0	0	7	37	96	19	333	9	0	13	0	0	16	5	103	815	0	0	60	0	0	5212	0	30	36	35	471	3	0	0	0	20	264	0	131	4	31	0	0	37	0	41	0	349	133	39	105	12	48	236	7	19	31	41	100	15	327	5	0
"155"	187	13	98	17	67	207	40	36	147	4	0	0	32	25	146	0	4	26	402	0	0	77	7	87	38	16	282	41	0	56	12	27	0	0	15	0	12	69	9	0	194	39	60	8	40	0	11	0	0	114	0	0	41	3465	96	47	0	6	314	28	0	33	0	222	474	105	155	14	0	21	13	0	114	11	284	17	37	35	22	16	0	0	108	660	6	0	0	0	0	2195	0	0	36	25	542	10	0	0	26	6	0	310	125	0	28	46	0	21	0	0	0	387	0	33	134	9	95	297	24	0	37	27	117	20	251	0	11
"156"	170	36	202	57	97	0	53	111	0	0	3	0	10	14	152	0	0	37	438	3	0	0	4	81	4	0	226	0	4	55	40	14	0	62	31	138	3	0	0	0	0	23	0	0	71	0	0	30	0	0	3	52	0	2598	0	3	0	14	300	50	22	62	0	0	570	116	149	0	55	0	13	63	0	17	314	0	34	0	18	0	46	0	118	891	33	13	52	28	32	3267	0	0	34	9	514	13	12	0	0	0	0	299	158	1	48	13	0	0	106	8	56	405	147	10	0	13	117	182	0	24	0	0	104	0	268	14	2
"157"	147	13	111	27	78	0	27	9	135	44	0	0	12	21	198	0	0	0	399	0	157	40	0	75	31	19	245	0	10	44	2	23	0	70	25	47	7	20	0	94	128	69	94	0	0	13	0	47	0	0	0	49	11	3308	0	41	24	4	303	0	0	63	43	132	553	0	193	0	17	0	9	0	0	6	315	12	26	0	0	0	0	0	103	727	29	0	64	0	0	1131	0	15	45	36	519	0	0	9	0	51	349	0	143	13	42	0	13	33	23	10	0	416	109	7	132	24	97	0	2	0	0	57	63	11	229	11	2
"158"	171	36	0	36	81	0	45	124	121	0	32	260	0	14	200	8	0	0	408	23	0	39	0	0	8	18	181	0	0	56	7	52	0	135	0	55	4	19	23	0	181	0	75	0	0	10	26	24	0	84	14	87	0	101	40	34	7	3	315	0	64	43	0	173	501	0	184	0	31	7	17	37	0	6	356	11	42	41	0	17	40	0	0	712	0	0	0	145	9	4996	34	30	41	34	549	29	0	0	1	0	334	0	155	2	41	0	57	0	87	21	92	361	134	0	52	0	97	0	0	0	0	39	80	8	254	18	9
"159"	165	43	90	74	63	213	74	4	0	34	0	1	0	0	169	0	8	1	522	14	0	49	0	68	0	36	172	43	26	34	0	0	0	0	7	35	0	0	0	122	133	0	82	10	27	4	18	7	0	64	1	0	20	431	54	29	0	20	289	0	62	54	0	152	586	0	193	11	11	16	30	0	0	0	259	0	0	0	0	0	0	2	46	760	0	29	43	74	13	2994	25	24	45	80	512	19	3	95	9	28	322	303	142	10	15	0	53	0	0	26	0	492	156	9	0	8	53	277	0	0	12	0	86	41	217	2	5
"160"	120	49	0	65	102	259	25	97	143	14	0	0	6	30	145	17	0	0	0	29	204	0	0	100	0	10	214	0	12	33	6	40	0	46	0	0	25	0	0	121	171	35	43	10	38	7	5	0	159	73	1	24	21	6018	0	23	0	19	246	0	0	72	59	0	579	111	149	0	33	3	0	98	173	0	345	14	39	0	0	0	34	0	135	781	0	0	43	61	18	4079	0	0	58	29	500	0	0	41	0	4	186	320	129	3	33	4	0	0	0	0	0	382	151	12	0	14	0	262	0	0	21	64	118	26	207	1	0
"161"	157	37	0	26	71	406	90	19	150	4	0	0	13	8	229	1	2	0	458	33	211	98	3	46	5	0	187	52	0	32	0	40	118	0	7	39	0	13	0	0	97	0	50	0	0	5	6	28	0	69	0	127	29	275	0	35	11	0	268	0	113	31	59	141	506	122	0	0	11	0	20	0	133	14	0	20	51	62	20	14	45	6	84	804	0	0	33	0	9	6655	0	20	19	116	491	0	1	23	0	0	0	285	162	2	64	0	46	8	120	0	0	475	0	31	143	0	41	247	21	26	9	54	112	24	224	6	9
"162"	146	34	125	36	89	0	0	0	116	2	0	40	0	0	177	0	0	0	0	0	0	90	5	96	28	32	163	0	0	42	0	0	0	0	15	36	0	13	9	140	0	45	80	12	0	0	27	38	0	79	1	41	36	3	0	11	12	1	282	43	64	45	42	182	489	95	230	6	21	0	17	49	137	14	292	14	28	19	0	0	35	0	95	773	34	0	61	0	11	559	15	32	46	17	504	0	0	0	0	0	373	0	153	2	19	26	0	12	0	67	113	419	141	24	0	10	104	348	0	9	19	80	134	0	206	11	17
"163"	0	37	219	15	88	0	0	58	212	30	0	0	83	31	120	4	22	64	0	17	313	87	0	74	48	0	303	0	7	43	0	50	233	0	9	67	12	0	6	136	131	67	0	4	0	3	13	9	143	43	0	0	24	4709	97	0	14	28	286	63	74	0	29	213	658	0	238	12	78	17	0	0	120	17	295	18	26	62	30	20	11	0	0	759	0	0	47	0	9	3600	27	0	63	90	477	4	4	5	0	4	0	498	124	59	70	0	0	0	3	15	68	463	0	1	0	16	0	284	0	32	20	44	120	15	221	0	0
"164"	0	57	0	40	106	210	48	0	135	32	0	289	27	31	168	0	0	0	594	0	141	52	6	96	0	25	279	17	0	60	0	44	148	0	23	49	17	0	20	115	221	82	60	15	0	13	7	35	0	116	9	0	40	4477	0	0	9	0	275	0	0	52	31	126	626	62	146	16	42	0	13	72	150	21	379	15	18	29	20	18	36	100	104	861	0	9	52	99	0	5640	22	17	33	0	469	10	0	0	0	0	0	348	156	7	33	0	73	61	50	7	0	413	132	8	90	0	89	192	0	20	0	0	66	22	288	0	6
"165"	139	21	0	38	103	156	26	25	163	18	0	0	8	7	0	3	7	54	556	5	0	64	0	0	38	21	153	43	4	51	11	37	132	63	36	28	0	0	0	103	174	0	74	18	93	16	0	0	0	140	2	81	24	989	0	16	8	0	316	0	91	57	15	140	500	98	143	4	7	22	23	0	93	16	321	0	25	11	29	41	0	3	95	0	0	0	60	93	0	2138	0	10	54	70	507	34	0	0	0	0	0	291	118	0	64	42	0	68	0	36	0	426	0	16	0	0	73	0	29	0	19	46	144	32	0	0	7
"166"	177	29	226	0	0	0	24	0	157	0	0	0	19	4	107	0	19	40	536	0	183	29	1	80	16	16	171	33	1	20	0	50	0	134	0	82	0	13	48	0	0	0	0	14	43	16	0	20	144	45	0	0	22	676	73	0	11	0	266	36	117	49	0	165	493	124	178	1	0	12	43	0	97	9	357	0	22	0	13	0	0	0	102	720	42	0	45	0	14	2186	0	19	0	0	542	21	0	19	4	0	0	310	105	2	34	25	0	33	0	0	0	460	182	1	79	10	78	247	240	24	35	19	71	0	215	0	12
"167"	136	44	0	58	0	194	46	57	0	0	1	32	18	0	112	0	23	0	445	14	0	0	4	88	28	23	228	81	11	52	0	37	49	0	0	0	0	0	14	171	82	51	55	0	0	0	0	0	172	66	0	45	34	219	55	0	15	0	330	13	0	43	42	154	421	0	197	17	25	0	17	0	0	7	313	0	30	0	0	0	37	48	90	646	0	11	0	0	0	2671	0	23	27	0	521	0	132	143	0	93	0	366	150	17	55	0	27	32	53	19	0	380	0	0	0	11	82	0	13	0	34	45	136	0	210	0	3
"168"	175	23	0	0	74	0	47	32	0	2	5	0	19	0	177	5	0	12	388	4	0	58	0	89	0	30	178	0	0	29	0	58	141	0	10	0	2	7	8	126	180	56	103	9	73	0	0	10	109	37	6	24	19	22	51	23	0	3	278	0	68	62	38	211	417	122	202	0	30	23	0	0	98	3	368	0	0	0	25	3	0	0	0	825	0	4	60	163	0	1353	21	7	51	0	477	18	0	0	0	0	0	359	223	0	45	0	20	32	97	15	0	383	305	0	0	9	134	296	0	17	43	28	92	0	219	0	1
"169"	132	28	0	0	90	288	54	0	163	25	0	3	18	16	100	4	34	0	217	35	0	50	11	83	6	0	209	48	0	39	0	62	129	76	0	54	0	0	26	146	170	39	141	0	31	8	39	19	110	0	5	0	21	79	84	17	7	4	269	0	56	52	0	154	524	115	169	1	77	0	0	19	0	42	303	13	27	6	29	19	0	7	0	0	0	15	55	0	2	924	0	0	39	0	532	0	0	0	0	0	215	457	135	1	45	0	63	0	9	21	81	390	157	0	153	13	0	188	0	2	12	0	0	34	203	0	0
"170"	0	36	0	67	97	334	38	42	156	18	3	0	23	0	177	25	65	39	442	1	0	126	12	83	21	0	254	40	0	0	11	0	0	38	0	23	20	0	3	105	163	46	41	12	0	0	11	25	0	0	0	73	19	847	0	15	3	0	332	0	0	41	0	175	534	119	187	0	86	0	8	0	141	26	381	0	41	0	29	4	28	0	0	886	0	0	0	177	0	3634	0	7	0	62	559	13	16	5	0	0	0	375	107	0	135	31	35	0	0	29	0	425	202	0	102	0	127	0	0	6	52	0	97	29	0	0	0
"171"	202	19	178	0	56	65	36	0	143	0	2	0	0	0	127	3	0	9	0	0	231	66	0	72	18	31	203	0	24	0	0	28	0	107	22	0	13	46	7	0	83	79	71	11	0	12	0	25	182	112	0	0	22	1	0	82	0	2	301	10	93	33	0	171	0	0	191	0	24	7	32	93	161	0	358	18	0	13	15	0	0	0	148	808	0	14	0	0	0	6959	0	0	45	0	566	20	0	0	7	0	0	311	136	0	37	0	79	0	65	0	0	348	153	5	0	0	0	0	0	0	0	0	105	19	227	20	21
"172"	0	42	97	45	117	0	25	39	184	29	1	0	29	44	122	0	39	0	0	27	0	87	6	138	0	0	258	50	8	46	0	46	258	0	8	0	0	9	20	126	71	0	83	0	32	5	0	38	0	0	0	38	19	1446	25	29	12	5	227	46	0	59	37	0	566	105	162	43	16	3	0	94	0	0	378	16	0	0	0	17	31	3	102	729	0	16	49	58	0	476	0	5	0	90	506	16	0	0	0	0	0	0	130	16	48	0	0	0	0	15	59	330	60	11	0	0	0	0	0	0	0	0	117	0	249	10	1
"173"	108	23	110	31	99	0	29	0	227	22	0	0	24	13	145	0	49	21	410	11	250	47	0	84	63	0	264	34	0	0	15	49	86	0	0	36	17	0	16	150	134	0	75	14	0	8	0	22	0	0	1	0	39	73	49	43	17	0	277	0	45	48	28	178	502	117	166	18	23	26	0	0	81	19	319	27	15	49	17	37	0	0	97	843	39	17	0	160	33	4746	9	0	32	34	509	43	0	195	0	0	287	333	98	12	37	27	0	0	57	17	61	0	137	39	0	11	50	196	0	4	0	0	80	0	0	23	9
